,Município1,Código Município IBGE,População estimada (2020),UF1,Data,Média de Índice De Isolamento
2514,ARARAQUARA,3503208,238339,SP,"domingo, 01/03",33%
2281,ARARAQUARA,3503208,238339,SP,"domingo, 01/11",43%
2099,ARARAQUARA,3503208,238339,SP,"domingo, 02/05",45%
2372,ARARAQUARA,3503208,238339,SP,"domingo, 02/08",44%
2218,ARARAQUARA,3503208,238339,SP,"domingo, 03/01",47%
2463,ARARAQUARA,3503208,238339,SP,"domingo, 03/05",53%
2127,ARARAQUARA,3503208,238339,SP,"domingo, 04/04",46%
2036,ARARAQUARA,3503208,238339,SP,"domingo, 04/07",45%
2309,ARARAQUARA,3503208,238339,SP,"domingo, 04/10",43%
2491,ARARAQUARA,3503208,238339,SP,"domingo, 05/04",53%
2400,ARARAQUARA,3503208,238339,SP,"domingo, 05/07",44%
2064,ARARAQUARA,3503208,238339,SP,"domingo, 06/06",44%
2337,ARARAQUARA,3503208,238339,SP,"domingo, 06/09",40%
2246,ARARAQUARA,3503208,238339,SP,"domingo, 06/12",40%
2183,ARARAQUARA,3503208,238339,SP,"domingo, 07/02",44%
2155,ARARAQUARA,3503208,238339,SP,"domingo, 07/03",50%
2428,ARARAQUARA,3503208,238339,SP,"domingo, 07/06",47%
2513,ARARAQUARA,3503208,238339,SP,"domingo, 08/03",32%
2274,ARARAQUARA,3503208,238339,SP,"domingo, 08/11",40%
2092,ARARAQUARA,3503208,238339,SP,"domingo, 09/05",44%
2365,ARARAQUARA,3503208,238339,SP,"domingo, 09/08",42%
2211,ARARAQUARA,3503208,238339,SP,"domingo, 10/01",42%
2456,ARARAQUARA,3503208,238339,SP,"domingo, 10/05",47%
2120,ARARAQUARA,3503208,238339,SP,"domingo, 11/04",46%
2029,ARARAQUARA,3503208,238339,SP,"domingo, 11/07",43%
2302,ARARAQUARA,3503208,238339,SP,"domingo, 11/10",42%
2484,ARARAQUARA,3503208,238339,SP,"domingo, 12/04",53%
2393,ARARAQUARA,3503208,238339,SP,"domingo, 12/07",44%
2057,ARARAQUARA,3503208,238339,SP,"domingo, 13/06",45%
2330,ARARAQUARA,3503208,238339,SP,"domingo, 13/09",42%
2239,ARARAQUARA,3503208,238339,SP,"domingo, 13/12",41%
2176,ARARAQUARA,3503208,238339,SP,"domingo, 14/02",46%
2148,ARARAQUARA,3503208,238339,SP,"domingo, 14/03",48%
2421,ARARAQUARA,3503208,238339,SP,"domingo, 14/06",45%
2267,ARARAQUARA,3503208,238339,SP,"domingo, 15/11",40%
2085,ARARAQUARA,3503208,238339,SP,"domingo, 16/05",45%
2358,ARARAQUARA,3503208,238339,SP,"domingo, 16/08",46%
2204,ARARAQUARA,3503208,238339,SP,"domingo, 17/01",43%
2449,ARARAQUARA,3503208,238339,SP,"domingo, 17/05",49%
2113,ARARAQUARA,3503208,238339,SP,"domingo, 18/04",47%
2022,ARARAQUARA,3503208,238339,SP,"domingo, 18/07",44%
2295,ARARAQUARA,3503208,238339,SP,"domingo, 18/10",43%
2477,ARARAQUARA,3503208,238339,SP,"domingo, 19/04",54%
2386,ARARAQUARA,3503208,238339,SP,"domingo, 19/07",46%
2050,ARARAQUARA,3503208,238339,SP,"domingo, 20/06",45%
2323,ARARAQUARA,3503208,238339,SP,"domingo, 20/09",44%
2232,ARARAQUARA,3503208,238339,SP,"domingo, 20/12",41%
2169,ARARAQUARA,3503208,238339,SP,"domingo, 21/02",51%
2141,ARARAQUARA,3503208,238339,SP,"domingo, 21/03",47%
2414,ARARAQUARA,3503208,238339,SP,"domingo, 21/06",45%
2505,ARARAQUARA,3503208,238339,SP,"domingo, 22/03",51%
2260,ARARAQUARA,3503208,238339,SP,"domingo, 22/11",40%
2078,ARARAQUARA,3503208,238339,SP,"domingo, 23/05",47%
2351,ARARAQUARA,3503208,238339,SP,"domingo, 23/08",46%
2197,ARARAQUARA,3503208,238339,SP,"domingo, 24/01",43%
