,Município1,Código Município IBGE,População estimada (2020),UF1,Data,Média de Índice De Isolamento
6050,BARRETOS,3505500,122833,SP,"domingo, 01/03",35%
5809,BARRETOS,3505500,122833,SP,"domingo, 01/11",39%
5628,BARRETOS,3505500,122833,SP,"domingo, 02/05",43%
5900,BARRETOS,3505500,122833,SP,"domingo, 02/08",43%
5747,BARRETOS,3505500,122833,SP,"domingo, 03/01",43%
5991,BARRETOS,3505500,122833,SP,"domingo, 03/05",56%
5656,BARRETOS,3505500,122833,SP,"domingo, 04/04",45%
5565,BARRETOS,3505500,122833,SP,"domingo, 04/07",41%
5837,BARRETOS,3505500,122833,SP,"domingo, 04/10",41%
6019,BARRETOS,3505500,122833,SP,"domingo, 05/04",58%
5928,BARRETOS,3505500,122833,SP,"domingo, 05/07",44%
5593,BARRETOS,3505500,122833,SP,"domingo, 06/06",41%
5865,BARRETOS,3505500,122833,SP,"domingo, 06/09",42%
5775,BARRETOS,3505500,122833,SP,"domingo, 06/12",40%
5712,BARRETOS,3505500,122833,SP,"domingo, 07/02",43%
5684,BARRETOS,3505500,122833,SP,"domingo, 07/03",45%
5956,BARRETOS,3505500,122833,SP,"domingo, 07/06",45%
6044,BARRETOS,3505500,122833,SP,"domingo, 08/03",32%
5802,BARRETOS,3505500,122833,SP,"domingo, 08/11",41%
5621,BARRETOS,3505500,122833,SP,"domingo, 09/05",43%
5893,BARRETOS,3505500,122833,SP,"domingo, 09/08",41%
5740,BARRETOS,3505500,122833,SP,"domingo, 10/01",40%
5984,BARRETOS,3505500,122833,SP,"domingo, 10/05",54%
5649,BARRETOS,3505500,122833,SP,"domingo, 11/04",46%
5558,BARRETOS,3505500,122833,SP,"domingo, 11/07",38%
5830,BARRETOS,3505500,122833,SP,"domingo, 11/10",39%
6012,BARRETOS,3505500,122833,SP,"domingo, 12/04",58%
5921,BARRETOS,3505500,122833,SP,"domingo, 12/07",43%
5586,BARRETOS,3505500,122833,SP,"domingo, 13/06",41%
5858,BARRETOS,3505500,122833,SP,"domingo, 13/09",39%
5768,BARRETOS,3505500,122833,SP,"domingo, 13/12",39%
5705,BARRETOS,3505500,122833,SP,"domingo, 14/02",43%
5677,BARRETOS,3505500,122833,SP,"domingo, 14/03",44%
5949,BARRETOS,3505500,122833,SP,"domingo, 14/06",44%
5795,BARRETOS,3505500,122833,SP,"domingo, 15/11",39%
5614,BARRETOS,3505500,122833,SP,"domingo, 16/05",41%
5886,BARRETOS,3505500,122833,SP,"domingo, 16/08",43%
5733,BARRETOS,3505500,122833,SP,"domingo, 17/01",42%
5977,BARRETOS,3505500,122833,SP,"domingo, 17/05",45%
5642,BARRETOS,3505500,122833,SP,"domingo, 18/04",43%
5551,BARRETOS,3505500,122833,SP,"domingo, 18/07",43%
5823,BARRETOS,3505500,122833,SP,"domingo, 18/10",42%
6005,BARRETOS,3505500,122833,SP,"domingo, 19/04",59%
5914,BARRETOS,3505500,122833,SP,"domingo, 19/07",43%
5579,BARRETOS,3505500,122833,SP,"domingo, 20/06",48%
5851,BARRETOS,3505500,122833,SP,"domingo, 20/09",42%
5761,BARRETOS,3505500,122833,SP,"domingo, 20/12",39%
5698,BARRETOS,3505500,122833,SP,"domingo, 21/02",42%
5670,BARRETOS,3505500,122833,SP,"domingo, 21/03",41%
5942,BARRETOS,3505500,122833,SP,"domingo, 21/06",42%
6033,BARRETOS,3505500,122833,SP,"domingo, 22/03",55%
5788,BARRETOS,3505500,122833,SP,"domingo, 22/11",41%
5607,BARRETOS,3505500,122833,SP,"domingo, 23/05",42%
5879,BARRETOS,3505500,122833,SP,"domingo, 23/08",42%
5726,BARRETOS,3505500,122833,SP,"domingo, 24/01",41%
5970,BARRETOS,3505500,122833,SP,"domingo, 24/05",46%
5635,BARRETOS,3505500,122833,SP,"domingo, 25/04",44%
5816,BARRETOS,3505500,122833,SP,"domingo, 25/10",39%
5998,BARRETOS,3505500,122833,SP,"domingo, 26/04",59%
5907,BARRETOS,3505500,122833,SP,"domingo, 26/07",43%
5572,BARRETOS,3505500,122833,SP,"domingo, 27/06",46%
5844,BARRETOS,3505500,122833,SP,"domingo, 27/09",42%
5754,BARRETOS,3505500,122833,SP,"domingo, 27/12",43%
5691,BARRETOS,3505500,122833,SP,"domingo, 28/02",43%
5663,BARRETOS,3505500,122833,SP,"domingo, 28/03",41%
5935,BARRETOS,3505500,122833,SP,"domingo, 28/06",42%
6026,BARRETOS,3505500,122833,SP,"domingo, 29/03",58%
5782,BARRETOS,3505500,122833,SP,"domingo, 29/11",42%
5600,BARRETOS,3505500,122833,SP,"domingo, 30/05",44%
5872,BARRETOS,3505500,122833,SP,"domingo, 30/08",41%
5719,BARRETOS,3505500,122833,SP,"domingo, 31/01",43%
5963,BARRETOS,3505500,122833,SP,"domingo, 31/05",46%
6023,BARRETOS,3505500,122833,SP,"quarta-feira, 01/04",53%
5932,BARRETOS,3505500,122833,SP,"quarta-feira, 01/07",38%
5597,BARRETOS,3505500,122833,SP,"quarta-feira, 02/06",40%
5869,BARRETOS,3505500,122833,SP,"quarta-feira, 02/09",36%
5779,BARRETOS,3505500,122833,SP,"quarta-feira, 02/12",37%
5716,BARRETOS,3505500,122833,SP,"quarta-feira, 03/02",34%
5688,BARRETOS,3505500,122833,SP,"quarta-feira, 03/03",35%
5960,BARRETOS,3505500,122833,SP,"quarta-feira, 03/06",40%
6047,BARRETOS,3505500,122833,SP,"quarta-feira, 04/03",31%
5806,BARRETOS,3505500,122833,SP,"quarta-feira, 04/11",36%
5625,BARRETOS,3505500,122833,SP,"quarta-feira, 05/05",36%
5897,BARRETOS,3505500,122833,SP,"quarta-feira, 05/08",37%
5744,BARRETOS,3505500,122833,SP,"quarta-feira, 06/01",34%
5988,BARRETOS,3505500,122833,SP,"quarta-feira, 06/05",44%
5653,BARRETOS,3505500,122833,SP,"quarta-feira, 07/04",41%
5562,BARRETOS,3505500,122833,SP,"quarta-feira, 07/07",34%
5834,BARRETOS,3505500,122833,SP,"quarta-feira, 07/10",33%
6016,BARRETOS,3505500,122833,SP,"quarta-feira, 08/04",49%
5925,BARRETOS,3505500,122833,SP,"quarta-feira, 08/07",39%
5590,BARRETOS,3505500,122833,SP,"quarta-feira, 09/06",35%
5862,BARRETOS,3505500,122833,SP,"quarta-feira, 09/09",37%
5772,BARRETOS,3505500,122833,SP,"quarta-feira, 09/12",35%
5709,BARRETOS,3505500,122833,SP,"quarta-feira, 10/02",36%
5681,BARRETOS,3505500,122833,SP,"quarta-feira, 10/03",39%
5953,BARRETOS,3505500,122833,SP,"quarta-feira, 10/06",41%
6041,BARRETOS,3505500,122833,SP,"quarta-feira, 11/03",33%
5799,BARRETOS,3505500,122833,SP,"quarta-feira, 11/11",36%
5618,BARRETOS,3505500,122833,SP,"quarta-feira, 12/05",36%
5890,BARRETOS,3505500,122833,SP,"quarta-feira, 12/08",36%
5737,BARRETOS,3505500,122833,SP,"quarta-feira, 13/01",35%
5981,BARRETOS,3505500,122833,SP,"quarta-feira, 13/05",44%
5646,BARRETOS,3505500,122833,SP,"quarta-feira, 14/04",35%
5555,BARRETOS,3505500,122833,SP,"quarta-feira, 14/07",39%
5827,BARRETOS,3505500,122833,SP,"quarta-feira, 14/10",38%
6009,BARRETOS,3505500,122833,SP,"quarta-feira, 15/04",48%
5918,BARRETOS,3505500,122833,SP,"quarta-feira, 15/07",39%
5583,BARRETOS,3505500,122833,SP,"quarta-feira, 16/06",35%
5855,BARRETOS,3505500,122833,SP,"quarta-feira, 16/09",36%
5765,BARRETOS,3505500,122833,SP,"quarta-feira, 16/12",39%
5702,BARRETOS,3505500,122833,SP,"quarta-feira, 17/02",37%
5674,BARRETOS,3505500,122833,SP,"quarta-feira, 17/03",39%
5946,BARRETOS,3505500,122833,SP,"quarta-feira, 17/06",38%
6037,BARRETOS,3505500,122833,SP,"quarta-feira, 18/03",44%
5792,BARRETOS,3505500,122833,SP,"quarta-feira, 18/11",36%
5611,BARRETOS,3505500,122833,SP,"quarta-feira, 19/05",37%
