,Município1,Código Município IBGE,População estimada (2020),UF1,Data,Média de Índice De Isolamento
2019,ARAÇATUBA,3502804,198129,SP,"domingo, 01/03",33%
1780,ARAÇATUBA,3502804,198129,SP,"domingo, 01/11",40%
1598,ARAÇATUBA,3502804,198129,SP,"domingo, 02/05",41%
1871,ARAÇATUBA,3502804,198129,SP,"domingo, 02/08",43%
1717,ARAÇATUBA,3502804,198129,SP,"domingo, 03/01",44%
1962,ARAÇATUBA,3502804,198129,SP,"domingo, 03/05",51%
1626,ARAÇATUBA,3502804,198129,SP,"domingo, 04/04",44%
1535,ARAÇATUBA,3502804,198129,SP,"domingo, 04/07",39%
1808,ARAÇATUBA,3502804,198129,SP,"domingo, 04/10",39%
1990,ARAÇATUBA,3502804,198129,SP,"domingo, 05/04",52%
1899,ARAÇATUBA,3502804,198129,SP,"domingo, 05/07",45%
1563,ARAÇATUBA,3502804,198129,SP,"domingo, 06/06",38%
1836,ARAÇATUBA,3502804,198129,SP,"domingo, 06/09",38%
1745,ARAÇATUBA,3502804,198129,SP,"domingo, 06/12",40%
1682,ARAÇATUBA,3502804,198129,SP,"domingo, 07/02",39%
1654,ARAÇATUBA,3502804,198129,SP,"domingo, 07/03",45%
1927,ARAÇATUBA,3502804,198129,SP,"domingo, 07/06",47%
2014,ARAÇATUBA,3502804,198129,SP,"domingo, 08/03",33%
1773,ARAÇATUBA,3502804,198129,SP,"domingo, 08/11",41%
1591,ARAÇATUBA,3502804,198129,SP,"domingo, 09/05",38%
1864,ARAÇATUBA,3502804,198129,SP,"domingo, 09/08",40%
1710,ARAÇATUBA,3502804,198129,SP,"domingo, 10/01",41%
1955,ARAÇATUBA,3502804,198129,SP,"domingo, 10/05",45%
1619,ARAÇATUBA,3502804,198129,SP,"domingo, 11/04",43%
1528,ARAÇATUBA,3502804,198129,SP,"domingo, 11/07",40%
1801,ARAÇATUBA,3502804,198129,SP,"domingo, 11/10",38%
1983,ARAÇATUBA,3502804,198129,SP,"domingo, 12/04",52%
1892,ARAÇATUBA,3502804,198129,SP,"domingo, 12/07",45%
1556,ARAÇATUBA,3502804,198129,SP,"domingo, 13/06",42%
1829,ARAÇATUBA,3502804,198129,SP,"domingo, 13/09",38%
1738,ARAÇATUBA,3502804,198129,SP,"domingo, 13/12",37%
1675,ARAÇATUBA,3502804,198129,SP,"domingo, 14/02",39%
1647,ARAÇATUBA,3502804,198129,SP,"domingo, 14/03",46%
1920,ARAÇATUBA,3502804,198129,SP,"domingo, 14/06",45%
1766,ARAÇATUBA,3502804,198129,SP,"domingo, 15/11",38%
1584,ARAÇATUBA,3502804,198129,SP,"domingo, 16/05",43%
1857,ARAÇATUBA,3502804,198129,SP,"domingo, 16/08",44%
1703,ARAÇATUBA,3502804,198129,SP,"domingo, 17/01",42%
1948,ARAÇATUBA,3502804,198129,SP,"domingo, 17/05",46%
1612,ARAÇATUBA,3502804,198129,SP,"domingo, 18/04",43%
1521,ARAÇATUBA,3502804,198129,SP,"domingo, 18/07",39%
1794,ARAÇATUBA,3502804,198129,SP,"domingo, 18/10",40%
1976,ARAÇATUBA,3502804,198129,SP,"domingo, 19/04",53%
1885,ARAÇATUBA,3502804,198129,SP,"domingo, 19/07",45%
1549,ARAÇATUBA,3502804,198129,SP,"domingo, 20/06",42%
1822,ARAÇATUBA,3502804,198129,SP,"domingo, 20/09",39%
1731,ARAÇATUBA,3502804,198129,SP,"domingo, 20/12",40%
1668,ARAÇATUBA,3502804,198129,SP,"domingo, 21/02",39%
1640,ARAÇATUBA,3502804,198129,SP,"domingo, 21/03",47%
1913,ARAÇATUBA,3502804,198129,SP,"domingo, 21/06",45%
2004,ARAÇATUBA,3502804,198129,SP,"domingo, 22/03",51%
1759,ARAÇATUBA,3502804,198129,SP,"domingo, 22/11",40%
1577,ARAÇATUBA,3502804,198129,SP,"domingo, 23/05",44%
1850,ARAÇATUBA,3502804,198129,SP,"domingo, 23/08",40%
1696,ARAÇATUBA,3502804,198129,SP,"domingo, 24/01",41%
1941,ARAÇATUBA,3502804,198129,SP,"domingo, 24/05",45%
1605,ARAÇATUBA,3502804,198129,SP,"domingo, 25/04",46%
1787,ARAÇATUBA,3502804,198129,SP,"domingo, 25/10",38%
1969,ARAÇATUBA,3502804,198129,SP,"domingo, 26/04",52%
1878,ARAÇATUBA,3502804,198129,SP,"domingo, 26/07",43%
1542,ARAÇATUBA,3502804,198129,SP,"domingo, 27/06",40%
1815,ARAÇATUBA,3502804,198129,SP,"domingo, 27/09",39%
1724,ARAÇATUBA,3502804,198129,SP,"domingo, 27/12",42%
1661,ARAÇATUBA,3502804,198129,SP,"domingo, 28/02",42%
1633,ARAÇATUBA,3502804,198129,SP,"domingo, 28/03",46%
1906,ARAÇATUBA,3502804,198129,SP,"domingo, 28/06",45%
1997,ARAÇATUBA,3502804,198129,SP,"domingo, 29/03",52%
1752,ARAÇATUBA,3502804,198129,SP,"domingo, 29/11",39%
1570,ARAÇATUBA,3502804,198129,SP,"domingo, 30/05",42%
1843,ARAÇATUBA,3502804,198129,SP,"domingo, 30/08",40%
1689,ARAÇATUBA,3502804,198129,SP,"domingo, 31/01",43%
1934,ARAÇATUBA,3502804,198129,SP,"domingo, 31/05",45%
1994,ARAÇATUBA,3502804,198129,SP,"quarta-feira, 01/04",48%
1903,ARAÇATUBA,3502804,198129,SP,"quarta-feira, 01/07",39%
1567,ARAÇATUBA,3502804,198129,SP,"quarta-feira, 02/06",37%
1840,ARAÇATUBA,3502804,198129,SP,"quarta-feira, 02/09",34%
1749,ARAÇATUBA,3502804,198129,SP,"quarta-feira, 02/12",37%
1686,ARAÇATUBA,3502804,198129,SP,"quarta-feira, 03/02",33%
1658,ARAÇATUBA,3502804,198129,SP,"quarta-feira, 03/03",35%
1931,ARAÇATUBA,3502804,198129,SP,"quarta-feira, 03/06",39%
2016,ARAÇATUBA,3502804,198129,SP,"quarta-feira, 04/03",30%
1777,ARAÇATUBA,3502804,198129,SP,"quarta-feira, 04/11",34%
1595,ARAÇATUBA,3502804,198129,SP,"quarta-feira, 05/05",35%
