,Município1,Código Município IBGE,População estimada (2020),UF1,Data,Média de Índice De Isolamento
14116,CAPIVARI,3510401,56379,SP,"domingo, 01/03",44%
13874,CAPIVARI,3510401,56379,SP,"domingo, 01/11",52%
13692,CAPIVARI,3510401,56379,SP,"domingo, 02/05",53%
13965,CAPIVARI,3510401,56379,SP,"domingo, 02/08",53%
13811,CAPIVARI,3510401,56379,SP,"domingo, 03/01",51%
14056,CAPIVARI,3510401,56379,SP,"domingo, 03/05",51%
13720,CAPIVARI,3510401,56379,SP,"domingo, 04/04",55%
13629,CAPIVARI,3510401,56379,SP,"domingo, 04/07",52%
13902,CAPIVARI,3510401,56379,SP,"domingo, 04/10",50%
14084,CAPIVARI,3510401,56379,SP,"domingo, 05/04",52%
13993,CAPIVARI,3510401,56379,SP,"domingo, 05/07",51%
13657,CAPIVARI,3510401,56379,SP,"domingo, 06/06",51%
13930,CAPIVARI,3510401,56379,SP,"domingo, 06/09",46%
13839,CAPIVARI,3510401,56379,SP,"domingo, 06/12",48%
13776,CAPIVARI,3510401,56379,SP,"domingo, 07/02",48%
13748,CAPIVARI,3510401,56379,SP,"domingo, 07/03",53%
14021,CAPIVARI,3510401,56379,SP,"domingo, 07/06",51%
14109,CAPIVARI,3510401,56379,SP,"domingo, 08/03",44%
13867,CAPIVARI,3510401,56379,SP,"domingo, 08/11",50%
13685,CAPIVARI,3510401,56379,SP,"domingo, 09/05",48%
13958,CAPIVARI,3510401,56379,SP,"domingo, 09/08",46%
13804,CAPIVARI,3510401,56379,SP,"domingo, 10/01",40%
14049,CAPIVARI,3510401,56379,SP,"domingo, 10/05",51%
13713,CAPIVARI,3510401,56379,SP,"domingo, 11/04",53%
13622,CAPIVARI,3510401,56379,SP,"domingo, 11/07",48%
13895,CAPIVARI,3510401,56379,SP,"domingo, 11/10",46%
14077,CAPIVARI,3510401,56379,SP,"domingo, 12/04",51%
13986,CAPIVARI,3510401,56379,SP,"domingo, 12/07",51%
13650,CAPIVARI,3510401,56379,SP,"domingo, 13/06",48%
13923,CAPIVARI,3510401,56379,SP,"domingo, 13/09",51%
13832,CAPIVARI,3510401,56379,SP,"domingo, 13/12",42%
13769,CAPIVARI,3510401,56379,SP,"domingo, 14/02",47%
13741,CAPIVARI,3510401,56379,SP,"domingo, 14/03",52%
14014,CAPIVARI,3510401,56379,SP,"domingo, 14/06",51%
13860,CAPIVARI,3510401,56379,SP,"domingo, 15/11",46%
13678,CAPIVARI,3510401,56379,SP,"domingo, 16/05",50%
13951,CAPIVARI,3510401,56379,SP,"domingo, 16/08",56%
13797,CAPIVARI,3510401,56379,SP,"domingo, 17/01",45%
14042,CAPIVARI,3510401,56379,SP,"domingo, 17/05",52%
13706,CAPIVARI,3510401,56379,SP,"domingo, 18/04",50%
13615,CAPIVARI,3510401,56379,SP,"domingo, 18/07",49%
13888,CAPIVARI,3510401,56379,SP,"domingo, 18/10",51%
14070,CAPIVARI,3510401,56379,SP,"domingo, 19/04",53%
13979,CAPIVARI,3510401,56379,SP,"domingo, 19/07",50%
13643,CAPIVARI,3510401,56379,SP,"domingo, 20/06",51%
13916,CAPIVARI,3510401,56379,SP,"domingo, 20/09",49%
13825,CAPIVARI,3510401,56379,SP,"domingo, 20/12",49%
13762,CAPIVARI,3510401,56379,SP,"domingo, 21/02",47%
13734,CAPIVARI,3510401,56379,SP,"domingo, 21/03",55%
14007,CAPIVARI,3510401,56379,SP,"domingo, 21/06",47%
14098,CAPIVARI,3510401,56379,SP,"domingo, 22/03",51%
13853,CAPIVARI,3510401,56379,SP,"domingo, 22/11",48%
13671,CAPIVARI,3510401,56379,SP,"domingo, 23/05",52%
13944,CAPIVARI,3510401,56379,SP,"domingo, 23/08",54%
13790,CAPIVARI,3510401,56379,SP,"domingo, 24/01",49%
14035,CAPIVARI,3510401,56379,SP,"domingo, 24/05",55%
13699,CAPIVARI,3510401,56379,SP,"domingo, 25/04",54%
13881,CAPIVARI,3510401,56379,SP,"domingo, 25/10",51%
14063,CAPIVARI,3510401,56379,SP,"domingo, 26/04",53%
13972,CAPIVARI,3510401,56379,SP,"domingo, 26/07",48%
13636,CAPIVARI,3510401,56379,SP,"domingo, 27/06",50%
13909,CAPIVARI,3510401,56379,SP,"domingo, 27/09",45%
