,Município1,Código Município IBGE,População estimada (2020),UF1,Data,Média de Índice De Isolamento
1008,AMPARO,3501905,72677,SP,"domingo, 01/03",36%
767,AMPARO,3501905,72677,SP,"domingo, 01/11",45%
585,AMPARO,3501905,72677,SP,"domingo, 02/05",45%
857,AMPARO,3501905,72677,SP,"domingo, 02/08",49%
704,AMPARO,3501905,72677,SP,"domingo, 03/01",47%
948,AMPARO,3501905,72677,SP,"domingo, 03/05",62%
613,AMPARO,3501905,72677,SP,"domingo, 04/04",47%
522,AMPARO,3501905,72677,SP,"domingo, 04/07",44%
795,AMPARO,3501905,72677,SP,"domingo, 04/10",43%
976,AMPARO,3501905,72677,SP,"domingo, 05/04",61%
885,AMPARO,3501905,72677,SP,"domingo, 05/07",47%
550,AMPARO,3501905,72677,SP,"domingo, 06/06",52%
823,AMPARO,3501905,72677,SP,"domingo, 06/09",41%
732,AMPARO,3501905,72677,SP,"domingo, 06/12",42%
669,AMPARO,3501905,72677,SP,"domingo, 07/02",44%
641,AMPARO,3501905,72677,SP,"domingo, 07/03",49%
913,AMPARO,3501905,72677,SP,"domingo, 07/06",49%
1001,AMPARO,3501905,72677,SP,"domingo, 08/03",37%
760,AMPARO,3501905,72677,SP,"domingo, 08/11",42%
578,AMPARO,3501905,72677,SP,"domingo, 09/05",45%
851,AMPARO,3501905,72677,SP,"domingo, 09/08",46%
697,AMPARO,3501905,72677,SP,"domingo, 10/01",43%
941,AMPARO,3501905,72677,SP,"domingo, 10/05",57%
606,AMPARO,3501905,72677,SP,"domingo, 11/04",45%
515,AMPARO,3501905,72677,SP,"domingo, 11/07",44%
788,AMPARO,3501905,72677,SP,"domingo, 11/10",45%
969,AMPARO,3501905,72677,SP,"domingo, 12/04",63%
878,AMPARO,3501905,72677,SP,"domingo, 12/07",47%
543,AMPARO,3501905,72677,SP,"domingo, 13/06",51%
816,AMPARO,3501905,72677,SP,"domingo, 13/09",44%
725,AMPARO,3501905,72677,SP,"domingo, 13/12",40%
662,AMPARO,3501905,72677,SP,"domingo, 14/02",46%
634,AMPARO,3501905,72677,SP,"domingo, 14/03",48%
906,AMPARO,3501905,72677,SP,"domingo, 14/06",47%
753,AMPARO,3501905,72677,SP,"domingo, 15/11",41%
571,AMPARO,3501905,72677,SP,"domingo, 16/05",46%
844,AMPARO,3501905,72677,SP,"domingo, 16/08",48%
690,AMPARO,3501905,72677,SP,"domingo, 17/01",47%
934,AMPARO,3501905,72677,SP,"domingo, 17/05",52%
599,AMPARO,3501905,72677,SP,"domingo, 18/04",46%
508,AMPARO,3501905,72677,SP,"domingo, 18/07",43%
781,AMPARO,3501905,72677,SP,"domingo, 18/10",45%
962,AMPARO,3501905,72677,SP,"domingo, 19/04",63%
871,AMPARO,3501905,72677,SP,"domingo, 19/07",48%
536,AMPARO,3501905,72677,SP,"domingo, 20/06",44%
809,AMPARO,3501905,72677,SP,"domingo, 20/09",42%
718,AMPARO,3501905,72677,SP,"domingo, 20/12",40%
655,AMPARO,3501905,72677,SP,"domingo, 21/02",44%
627,AMPARO,3501905,72677,SP,"domingo, 21/03",48%
899,AMPARO,3501905,72677,SP,"domingo, 21/06",46%
990,AMPARO,3501905,72677,SP,"domingo, 22/03",58%
746,AMPARO,3501905,72677,SP,"domingo, 22/11",40%
564,AMPARO,3501905,72677,SP,"domingo, 23/05",47%
837,AMPARO,3501905,72677,SP,"domingo, 23/08",47%
683,AMPARO,3501905,72677,SP,"domingo, 24/01",46%
927,AMPARO,3501905,72677,SP,"domingo, 24/05",54%
592,AMPARO,3501905,72677,SP,"domingo, 25/04",45%
774,AMPARO,3501905,72677,SP,"domingo, 25/10",44%
955,AMPARO,3501905,72677,SP,"domingo, 26/04",63%
864,AMPARO,3501905,72677,SP,"domingo, 26/07",48%
529,AMPARO,3501905,72677,SP,"domingo, 27/06",45%
802,AMPARO,3501905,72677,SP,"domingo, 27/09",43%
711,AMPARO,3501905,72677,SP,"domingo, 27/12",45%
648,AMPARO,3501905,72677,SP,"domingo, 28/02",46%
620,AMPARO,3501905,72677,SP,"domingo, 28/03",51%
892,AMPARO,3501905,72677,SP,"domingo, 28/06",47%
983,AMPARO,3501905,72677,SP,"domingo, 29/03",60%
739,AMPARO,3501905,72677,SP,"domingo, 29/11",41%
557,AMPARO,3501905,72677,SP,"domingo, 30/05",46%
830,AMPARO,3501905,72677,SP,"domingo, 30/08",47%
676,AMPARO,3501905,72677,SP,"domingo, 31/01",46%
920,AMPARO,3501905,72677,SP,"domingo, 31/05",51%
980,AMPARO,3501905,72677,SP,"quarta-feira, 01/04",57%
889,AMPARO,3501905,72677,SP,"quarta-feira, 01/07",40%
554,AMPARO,3501905,72677,SP,"quarta-feira, 02/06",41%
827,AMPARO,3501905,72677,SP,"quarta-feira, 02/09",38%
736,AMPARO,3501905,72677,SP,"quarta-feira, 02/12",37%
673,AMPARO,3501905,72677,SP,"quarta-feira, 03/02",39%
645,AMPARO,3501905,72677,SP,"quarta-feira, 03/03",36%
917,AMPARO,3501905,72677,SP,"quarta-feira, 03/06",44%
1005,AMPARO,3501905,72677,SP,"quarta-feira, 04/03",36%
764,AMPARO,3501905,72677,SP,"quarta-feira, 04/11",37%
582,AMPARO,3501905,72677,SP,"quarta-feira, 05/05",38%
854,AMPARO,3501905,72677,SP,"quarta-feira, 05/08",40%
701,AMPARO,3501905,72677,SP,"quarta-feira, 06/01",43%
945,AMPARO,3501905,72677,SP,"quarta-feira, 06/05",50%
610,AMPARO,3501905,72677,SP,"quarta-feira, 07/04",40%
519,AMPARO,3501905,72677,SP,"quarta-feira, 07/07",38%
792,AMPARO,3501905,72677,SP,"quarta-feira, 07/10",37%
973,AMPARO,3501905,72677,SP,"quarta-feira, 08/04",54%
882,AMPARO,3501905,72677,SP,"quarta-feira, 08/07",40%
547,AMPARO,3501905,72677,SP,"quarta-feira, 09/06",39%
820,AMPARO,3501905,72677,SP,"quarta-feira, 09/09",37%
729,AMPARO,3501905,72677,SP,"quarta-feira, 09/12",38%
666,AMPARO,3501905,72677,SP,"quarta-feira, 10/02",39%
638,AMPARO,3501905,72677,SP,"quarta-feira, 10/03",41%
910,AMPARO,3501905,72677,SP,"quarta-feira, 10/06",42%
998,AMPARO,3501905,72677,SP,"quarta-feira, 11/03",32%
757,AMPARO,3501905,72677,SP,"quarta-feira, 11/11",38%
575,AMPARO,3501905,72677,SP,"quarta-feira, 12/05",38%
848,AMPARO,3501905,72677,SP,"quarta-feira, 12/08",37%
694,AMPARO,3501905,72677,SP,"quarta-feira, 13/01",40%
938,AMPARO,3501905,72677,SP,"quarta-feira, 13/05",50%
603,AMPARO,3501905,72677,SP,"quarta-feira, 14/04",37%
512,AMPARO,3501905,72677,SP,"quarta-feira, 14/07",39%
785,AMPARO,3501905,72677,SP,"quarta-feira, 14/10",39%
966,AMPARO,3501905,72677,SP,"quarta-feira, 15/04",53%
875,AMPARO,3501905,72677,SP,"quarta-feira, 15/07",40%
540,AMPARO,3501905,72677,SP,"quarta-feira, 16/06",38%
813,AMPARO,3501905,72677,SP,"quarta-feira, 16/09",39%
722,AMPARO,3501905,72677,SP,"quarta-feira, 16/12",38%
659,AMPARO,3501905,72677,SP,"quarta-feira, 17/02",39%
631,AMPARO,3501905,72677,SP,"quarta-feira, 17/03",40%
903,AMPARO,3501905,72677,SP,"quarta-feira, 17/06",41%
994,AMPARO,3501905,72677,SP,"quarta-feira, 18/03",46%
750,AMPARO,3501905,72677,SP,"quarta-feira, 18/11",37%
568,AMPARO,3501905,72677,SP,"quarta-feira, 19/05",39%
841,AMPARO,3501905,72677,SP,"quarta-feira, 19/08",39%
687,AMPARO,3501905,72677,SP,"quarta-feira, 20/01",40%
931,AMPARO,3501905,72677,SP,"quarta-feira, 20/05",44%
596,AMPARO,3501905,72677,SP,"quarta-feira, 21/04",45%
778,AMPARO,3501905,72677,SP,"quarta-feira, 21/10",38%
959,AMPARO,3501905,72677,SP,"quarta-feira, 22/04",51%
868,AMPARO,3501905,72677,SP,"quarta-feira, 22/07",41%
533,AMPARO,3501905,72677,SP,"quarta-feira, 23/06",38%
806,AMPARO,3501905,72677,SP,"quarta-feira, 23/09",38%
715,AMPARO,3501905,72677,SP,"quarta-feira, 23/12",37%
652,AMPARO,3501905,72677,SP,"quarta-feira, 24/02",46%
624,AMPARO,3501905,72677,SP,"quarta-feira, 24/03",41%
896,AMPARO,3501905,72677,SP,"quarta-feira, 24/06",40%
987,AMPARO,3501905,72677,SP,"quarta-feira, 25/03",55%
743,AMPARO,3501905,72677,SP,"quarta-feira, 25/11",37%
1012,AMPARO,3501905,72677,SP,"quarta-feira, 26/02",33%
