,Município1,Código Município IBGE,População estimada (2020),UF1,Data,Média de Índice De Isolamento
63068,SERTÃOZINHO,3551702,127142,SP,"domingo, 01/03",40%
62826,SERTÃOZINHO,3551702,127142,SP,"domingo, 01/11",49%
62644,SERTÃOZINHO,3551702,127142,SP,"domingo, 02/05",53%
62917,SERTÃOZINHO,3551702,127142,SP,"domingo, 02/08",52%
62763,SERTÃOZINHO,3551702,127142,SP,"domingo, 03/01",50%
63008,SERTÃOZINHO,3551702,127142,SP,"domingo, 03/05",65%
62672,SERTÃOZINHO,3551702,127142,SP,"domingo, 04/04",54%
62581,SERTÃOZINHO,3551702,127142,SP,"domingo, 04/07",49%
62854,SERTÃOZINHO,3551702,127142,SP,"domingo, 04/10",51%
63036,SERTÃOZINHO,3551702,127142,SP,"domingo, 05/04",64%
62945,SERTÃOZINHO,3551702,127142,SP,"domingo, 05/07",49%
62609,SERTÃOZINHO,3551702,127142,SP,"domingo, 06/06",51%
62882,SERTÃOZINHO,3551702,127142,SP,"domingo, 06/09",48%
62791,SERTÃOZINHO,3551702,127142,SP,"domingo, 06/12",47%
62728,SERTÃOZINHO,3551702,127142,SP,"domingo, 07/02",49%
62700,SERTÃOZINHO,3551702,127142,SP,"domingo, 07/03",54%
62973,SERTÃOZINHO,3551702,127142,SP,"domingo, 07/06",50%
63061,SERTÃOZINHO,3551702,127142,SP,"domingo, 08/03",38%
62819,SERTÃOZINHO,3551702,127142,SP,"domingo, 08/11",50%
62637,SERTÃOZINHO,3551702,127142,SP,"domingo, 09/05",50%
62910,SERTÃOZINHO,3551702,127142,SP,"domingo, 09/08",51%
62756,SERTÃOZINHO,3551702,127142,SP,"domingo, 10/01",50%
63001,SERTÃOZINHO,3551702,127142,SP,"domingo, 10/05",60%
62665,SERTÃOZINHO,3551702,127142,SP,"domingo, 11/04",53%
62574,SERTÃOZINHO,3551702,127142,SP,"domingo, 11/07",51%
62847,SERTÃOZINHO,3551702,127142,SP,"domingo, 11/10",50%
63029,SERTÃOZINHO,3551702,127142,SP,"domingo, 12/04",67%
62938,SERTÃOZINHO,3551702,127142,SP,"domingo, 12/07",49%
62602,SERTÃOZINHO,3551702,127142,SP,"domingo, 13/06",50%
62875,SERTÃOZINHO,3551702,127142,SP,"domingo, 13/09",51%
62784,SERTÃOZINHO,3551702,127142,SP,"domingo, 13/12",46%
62721,SERTÃOZINHO,3551702,127142,SP,"domingo, 14/02",48%
62693,SERTÃOZINHO,3551702,127142,SP,"domingo, 14/03",53%
62966,SERTÃOZINHO,3551702,127142,SP,"domingo, 14/06",49%
62812,SERTÃOZINHO,3551702,127142,SP,"domingo, 15/11",48%
62630,SERTÃOZINHO,3551702,127142,SP,"domingo, 16/05",53%
62903,SERTÃOZINHO,3551702,127142,SP,"domingo, 16/08",52%
62749,SERTÃOZINHO,3551702,127142,SP,"domingo, 17/01",50%
62994,SERTÃOZINHO,3551702,127142,SP,"domingo, 17/05",50%
62658,SERTÃOZINHO,3551702,127142,SP,"domingo, 18/04",53%
62567,SERTÃOZINHO,3551702,127142,SP,"domingo, 18/07",50%
62840,SERTÃOZINHO,3551702,127142,SP,"domingo, 18/10",52%
63022,SERTÃOZINHO,3551702,127142,SP,"domingo, 19/04",67%
62931,SERTÃOZINHO,3551702,127142,SP,"domingo, 19/07",49%
62595,SERTÃOZINHO,3551702,127142,SP,"domingo, 20/06",51%
62868,SERTÃOZINHO,3551702,127142,SP,"domingo, 20/09",49%
62777,SERTÃOZINHO,3551702,127142,SP,"domingo, 20/12",48%
62714,SERTÃOZINHO,3551702,127142,SP,"domingo, 21/02",49%
62686,SERTÃOZINHO,3551702,127142,SP,"domingo, 21/03",56%
62959,SERTÃOZINHO,3551702,127142,SP,"domingo, 21/06",50%
63050,SERTÃOZINHO,3551702,127142,SP,"domingo, 22/03",59%
62805,SERTÃOZINHO,3551702,127142,SP,"domingo, 22/11",49%
62623,SERTÃOZINHO,3551702,127142,SP,"domingo, 23/05",54%
62896,SERTÃOZINHO,3551702,127142,SP,"domingo, 23/08",50%
62742,SERTÃOZINHO,3551702,127142,SP,"domingo, 24/01",52%
62987,SERTÃOZINHO,3551702,127142,SP,"domingo, 24/05",51%
62651,SERTÃOZINHO,3551702,127142,SP,"domingo, 25/04",54%
62833,SERTÃOZINHO,3551702,127142,SP,"domingo, 25/10",50%
63015,SERTÃOZINHO,3551702,127142,SP,"domingo, 26/04",65%
62924,SERTÃOZINHO,3551702,127142,SP,"domingo, 26/07",53%
62588,SERTÃOZINHO,3551702,127142,SP,"domingo, 27/06",51%
62861,SERTÃOZINHO,3551702,127142,SP,"domingo, 27/09",50%
62770,SERTÃOZINHO,3551702,127142,SP,"domingo, 27/12",49%
62707,SERTÃOZINHO,3551702,127142,SP,"domingo, 28/02",52%
62679,SERTÃOZINHO,3551702,127142,SP,"domingo, 28/03",55%
62952,SERTÃOZINHO,3551702,127142,SP,"domingo, 28/06",49%
63043,SERTÃOZINHO,3551702,127142,SP,"domingo, 29/03",63%
62798,SERTÃOZINHO,3551702,127142,SP,"domingo, 29/11",48%
62616,SERTÃOZINHO,3551702,127142,SP,"domingo, 30/05",52%
62889,SERTÃOZINHO,3551702,127142,SP,"domingo, 30/08",50%
62735,SERTÃOZINHO,3551702,127142,SP,"domingo, 31/01",51%
62980,SERTÃOZINHO,3551702,127142,SP,"domingo, 31/05",49%
